Transaction number,Service Heads (T),Account (T),Transaction Date,Amount,Supplier Name
42366366,Adult Social Care - Localities,Direct Payments,23/01/2025,"£3,017.84",Redacted
42366368,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,042.16",Redacted
42366370,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,363.84",Redacted
42366374,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,119.84",Redacted
42366381,Adult Social Care - Localities,Direct Payments,23/01/2025,£855.12,Redacted
42366382,Adult Social Care - Localities,Direct Payments,23/01/2025,£967.04,Redacted
42366390,Adult Social Care - Localities,Direct Payments,23/01/2025,"£6,798.57",Redacted
42366392,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,111.08",Redacted
42366395,Adult Social Care - Localities,Direct Payments,23/01/2025,£577.08,Redacted
42366396,Adult Social Care - Localities,Direct Payments,23/01/2025,"£3,672.60",Redacted
42366400,Adult Social Care - Localities,Direct Payments,23/01/2025,£570.24,Redacted
42366406,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,923.68",Redacted
42366411,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,419.20",Redacted
42366412,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,769.44",Redacted
42366413,Adult Social Care - Localities,Direct Payments,23/01/2025,£769.48,Redacted
42366415,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,049.60",Redacted
42366416,Adult Social Care - Localities,Direct Payments,23/01/2025,£589.80,Redacted
42366418,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,364.88",Redacted
42366420,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,510.08",Redacted
42366421,Adult Social Care - Localities,Direct Payments,23/01/2025,£750.68,Redacted
42366422,Adult Social Care - Localities,Direct Payments,23/01/2025,£769.48,Redacted
42366425,Adult Social Care - Localities,Direct Payments,23/01/2025,£589.80,Redacted
42366429,Adult Social Care - Localities,Direct Payments,23/01/2025,£766.00,Redacted
42366430,Adult Social Care - Localities,Direct Payments,23/01/2025,£568.36,Redacted
42366434,Adult Social Care - Localities,Direct Payments,23/01/2025,£963.36,Redacted
42366435,Adult Social Care - Localities,Direct Payments,23/01/2025,£929.28,Redacted
42366437,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,011.56",Redacted
42366444,Adult Social Care - Localities,Direct Payments,23/01/2025,£691.04,Redacted
42366445,Adult Social Care - Localities,Direct Payments,23/01/2025,£580.00,Redacted
42366446,Adult Social Care - Localities,Direct Payments,23/01/2025,"£6,447.44",Redacted
42366447,Adult Social Care - Localities,Direct Payments,23/01/2025,£986.32,Redacted
42366448,Adult Social Care - Localities,Direct Payments,23/01/2025,£528.48,Redacted
42366449,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,346.00",Redacted
42366451,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,849.68",Redacted
42366454,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,157.16",Redacted
42366455,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,832.48",Redacted
42366456,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,527.00",Redacted
42366459,Adult Social Care - Localities,Direct Payments,23/01/2025,"£4,760.00",Redacted
42366462,Adult Social Care - Localities,Direct Payments,23/01/2025,£524.64,Redacted
42366468,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,404.60",Redacted
42366469,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,335.84",Redacted
42366472,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,432.80",Redacted
42366479,Adult Social Care - Localities,Direct Payments,23/01/2025,£840.00,Redacted
42366482,Adult Social Care - Localities,Direct Payments,23/01/2025,£504.48,Redacted
42366483,Adult Social Care - Localities,Direct Payments,23/01/2025,"£3,598.56",Redacted
42366485,Adult Social Care - Localities,Direct Payments,23/01/2025,£673.28,Redacted
42366488,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,312.00",Redacted
42366493,Adult Social Care - Localities,Direct Payments,23/01/2025,£750.00,Redacted
42366497,Adult Social Care - Localities,Direct Payments,23/01/2025,£961.84,Redacted
42366498,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,035.64",Redacted
42366502,Adult Social Care - Localities,Direct Payments,23/01/2025,£880.00,Redacted
42366504,Adult Social Care - Localities,Direct Payments,23/01/2025,£961.84,Redacted
42366505,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,233.12",Redacted
42366508,Adult Social Care - Localities,Direct Payments,23/01/2025,£616.56,Redacted
42366509,Adult Social Care - Localities,Direct Payments,23/01/2025,£919.60,Redacted
42366510,Adult Social Care - Localities,Direct Payments,23/01/2025,£616.56,Redacted
42366511,Adult Social Care - Localities,Direct Payments,23/01/2025,£865.64,Redacted
42366513,Adult Social Care - Localities,Direct Payments,23/01/2025,£952.32,Redacted
42366516,Adult Social Care - Localities,Direct Payments,23/01/2025,£640.00,Redacted
42366517,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,236.00",Redacted
42366521,Adult Social Care - Localities,Direct Payments,23/01/2025,£680.00,Redacted
42366522,Adult Social Care - Localities,Direct Payments,23/01/2025,£987.36,Redacted
42366523,Adult Social Care - Localities,Direct Payments,23/01/2025,£674.08,Redacted
42366524,Adult Social Care - Localities,Direct Payments,23/01/2025,£624.56,Redacted
42366525,Adult Social Care - Localities,Direct Payments,23/01/2025,"£2,437.84",Redacted
42366527,Adult Social Care - Localities,Direct Payments,23/01/2025,£891.32,Redacted
42366529,Adult Social Care - Localities,Direct Payments,23/01/2025,£600.00,Redacted
42366539,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,784.56",Redacted
42366564,Adult Social Care - Localities,Direct Payments,23/01/2025,"£1,358.28",Redacted
30277934,Adult Social Care - Localities,Legal & Conveyancing Charges,14/01/2025,"£1,560.00",Crown Chambers Services Ltd
30275843,Adult Social Care - Localities,Legal Expenses,28/10/2024,"£1,500.00",Switalskis Solicitors
30275841,Adult Social Care - Localities,Legal Expenses,24/12/2024,£924.00,Wilberforce Chambers
30277493,Adult Social Care - Localities,Legal Expenses,24/12/2024,£770.00,Wilberforce Chambers
30281158,Adult Social Care - Localities,Legal Expenses,14/01/2025,"£2,580.00",Switalskis Solicitors
30282151,Adult Social Care - Localities,Legal Expenses,24/01/2025,£883.27,Switalskis Solicitors
42361997,Adult Social Care - Localities,Other Establishments,03/01/2025,"£114,804.44",Hales Group Ltd
42361998,Adult Social Care - Localities,Other Establishments,03/01/2025,"£4,985.96",Amara Care
42362001,Adult Social Care - Localities,Other Establishments,03/01/2025,"£145,377.48",Amphion Home Care Services Ltd
42362002,Adult Social Care - Localities,Other Establishments,03/01/2025,"£54,728.63",A.T.C.S. Ltd
42362004,Adult Social Care - Localities,Other Establishments,03/01/2025,"£26,273.89",Creative Support
42362009,Adult Social Care - Localities,Other Establishments,03/01/2025,"£10,525.12",Housing & Support Solutions Ltd
42362017,Adult Social Care - Localities,Other Establishments,03/01/2025,"£16,674.97",Sure Group
42362020,Adult Social Care - Localities,Other Establishments,03/01/2025,"£1,651.52",Care Plus Care Ltd
42362021,Adult Social Care - Localities,Other Establishments,03/01/2025,"£16,281.19",Care Plus Care (Uk) Ltd (Isle)
42362022,Adult Social Care - Localities,Other Establishments,03/01/2025,"£10,686.28",Chestnut Homecare Ltd
42362013,Adult Social Care - Localities,Other Establishments,03/01/2025,"£32,190.87",Nl Group Limited
42361994,Adult Social Care - Localities,Other Establishments,03/01/2025,"£73,266.67",Provide React
42361999,Adult Social Care - Localities,Other Establishments,03/01/2025,"£122,495.21",Amber Care (Lincolnshire) Ltd
42362003,Adult Social Care - Localities,Other Establishments,03/01/2025,"£123,908.13",Goodwin Healthcare Services Ltd
42362006,Adult Social Care - Localities,Other Establishments,03/01/2025,"£10,969.12",Elite Care Solutions Ltd
30279252,Adult Social Care - Localities,Other Establishments,10/01/2025,"£52,848.00",Amphion Home Care Services Ltd
42363447,Adult Social Care - Localities,Other Establishments,10/01/2025,"£2,588.12",Runwood Homes Ltd
42363448,Adult Social Care - Localities,Other Establishments,10/01/2025,"£3,400.00",Ryehill Country Lodge care home
42363449,Adult Social Care - Localities,Other Establishments,10/01/2025,"£5,037.04",Yorkare Homes Ltd
42363451,Adult Social Care - Localities,Other Establishments,10/01/2025,"£2,659.16",MINSTER CARE GROUP LTD
42363452,Adult Social Care - Localities,Other Establishments,10/01/2025,"£6,585.00",Cinnabar Support & Living LTD
42363453,Adult Social Care - Localities,Other Establishments,10/01/2025,"£2,550.38",Roche Healthcare Limited
42363454,Adult Social Care - Localities,Other Establishments,10/01/2025,"£3,920.00",Roche Healthcare Limited
42363455,Adult Social Care - Localities,Other Establishments,10/01/2025,"£7,056.00",Silver Tree Care Ltd
42363457,Adult Social Care - Localities,Other Establishments,10/01/2025,"£3,400.00",Southcrest Care 2 Ltd
