Year,Month,Month Name,Paym Acc Date,Cclvl4 Desc,Account Desc,Vendor Name,Distrib Amount SUM
2023,6,JUNE,45097,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,9717.06
2023,6,JUNE,45096,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,8651.65
2023,6,JUNE,45089,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10395.06
2023,6,JUNE,45084,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10395.06
2023,6,JUNE,45083,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10395.06
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Other Long Term Support,ACORN CARE & EDUCATION LTD,10395.06
2023,6,JUNE,45083,ASC Placements,Long Term - Residential,ACORN VILLAGE LTD,9643.960000000001
2023,6,JUNE,45096,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,12894
2023,6,JUNE,45082,Head of Looked After Children and Care Leavers,Residential Homes,AEGIS 247 LTD,47585
2023,6,JUNE,45091,Director Environment And Leisure (Residents),Equipment Maintenance,AERZEN MACHINES LTD,681.26
2023,6,JUNE,45089,HRA Operating Budgets,Water Commissions,AFFINITY WATER,3542940.06
2023,6,JUNE,45098,Director of Health and Public Health,Sports Instruction,AGE UK HILLINGDON,21887
2023,6,JUNE,45085,Health & Safety And Emergency,Telephones,AIRWAVE SOLUTIONS LIMITED,2662.68
2023,6,JUNE,45103,Director Environment And Leisure (Residents),Equipment Hire,ALGECO UK LIMITED,576.1800000000001
2023,6,JUNE,45086,Head of Human Resources,Professional services,ALIX WALTON TRAINING & CONSULTANCY LTD,875
2023,6,JUNE,45082,Head of Court and Specialist Services,Home Care,ALL FOR CARE HOME CARE SERVICES,1304.92
2023,6,JUNE,45082,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,ALL FOR CARE HOME CARE SERVICES,575.78
2023,6,JUNE,45090,Programme and Asset Management - Housing,External Project Consultant Fees,ALLEN CONSTRUCTION CONSULTANCY LIMITED,10037.49
2023,6,JUNE,45106,Programme and Asset Management - Housing,Contract  - Building Works,ALLEN CONSTRUCTION CONSULTANCY LIMITED,1200
2023,6,JUNE,45079,HRA Operating Budgets,Consultancy Fees,ALLEN CONSTRUCTION CONSULTANCY LIMITED,6191.5
2023,6,JUNE,45093,Director Property Services,Surveyor Fees - External,ALLEN CONSTRUCTION CONSULTANCY LIMITED,2183
2023,6,JUNE,45078,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,1080
2023,6,JUNE,45086,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,2880
2023,6,JUNE,45092,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,2880
2023,6,JUNE,45099,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,3600
2023,6,JUNE,45106,Director Service Finance & Transformation,Agency And Contract Staff,ALLEN LANE,3600
2023,6,JUNE,45090,SEND,Statemented Pupils,ALLENBY PRIMARY SCHOOL,5753.74
2023,6,JUNE,45107,Director Strategic & Operational Finance,Bank Charges,ALLPAY.NET LIMITED,2091.69
2023,6,JUNE,45107,Director Strategic & Operational Finance,Printing,ALLPAY.NET LIMITED,150.39000000000001
2023,6,JUNE,45107,HRA Operating Budgets,Bank Charges,ALLPAY.NET LIMITED,2844.39
2023,6,JUNE,45100,Director Housing,B&B Hotel Costs,ALTWOOD HOUSING LIMITED,1209
2023,6,JUNE,45092,Director Housing,Rents & Wayleaves,ALTWOOD PROPERTIES LTD,623.08
2023,6,JUNE,45096,Head of Children in Need of Help and Protection,Public Transport,AMAC EXPRESS SERVICES,1530
2023,6,JUNE,45098,Head of Children in Need of Help and Protection,Public Transport,AMAC EXPRESS SERVICES,520
2023,6,JUNE,45089,Head of Direct Care Provision (CFE),Vehicle Contract Hire,AMAC EXPRESS SERVICES,99272
2023,6,JUNE,45107,DSG Corporate Items,Grants,AMANDA'S CHILDMINDING SERVICE,3067.35
2023,6,JUNE,45079,DSG Corporate Items,Grants,AMANDA'S CHILDMINDING SERVICE,3067.35
2023,6,JUNE,45078,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,4212.66
2023,6,JUNE,45079,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,4776.14
2023,6,JUNE,45093,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,1224.39
2023,6,JUNE,45096,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,5711.77
2023,6,JUNE,45104,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,5170.06
2023,6,JUNE,45107,Head of Customer Access,IT Contract Services,AMAZON WEB SERVICES EMEA SARL UK BRANCH,6946
2023,6,JUNE,45084,Head of Looked After Children and Care Leavers,Residential Homes,AMBERLEIGH CARE LTD,20244
2023,6,JUNE,45083,ASC Placements,Long Term - Community: Other - Outreach,AMBITO CARE AND EDUCATION,3681.54
2023,6,JUNE,45084,Director Environment And Leisure (Residents),Materials Purchase,AMETHYST HORTICULTURE LTD,12066
2023,6,JUNE,45079,DSG Corporate Items,Grants,ANGEL CHILDCARE LIMITED,548.5
2023,6,JUNE,45107,DSG Corporate Items,Grants,ANGEL CHILDCARE LIMITED,544.17
2023,6,JUNE,45079,Provider and Commissioned Care (DSG),Grants,ANGEL CHILDCARE LIMITED,687.15
2023,6,JUNE,45107,Provider and Commissioned Care (DSG),Grants,ANGEL CHILDCARE LIMITED,681.72
2023,6,JUNE,45091,Head of Youth Justice and Adolescent Development,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,240.87
2023,6,JUNE,45091,Head of Health and Strategic Partnership,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,73.31
2023,6,JUNE,45091,"Head of Early Help, Prevention and Permanence",Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,67.05
2023,6,JUNE,45091,Head of Direct Care Provision (HSC),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,193.48000000000002
2023,6,JUNE,45091,Head of Child & Family Development (CFE),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,918.44
2023,6,JUNE,45091,Head of Business Administration,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,87.25
2023,6,JUNE,45091,Head of Adult Education,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,135.35
2023,6,JUNE,45091,HRA Operating Budgets,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,12.58
2023,6,JUNE,45091,"Director Safeguarding, Quality Assurance and Partnerships",Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,315.17
2023,6,JUNE,45091,Director Property Services,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,112.25
2023,6,JUNE,45091,Director Operational Assets,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,16346.32
2023,6,JUNE,45091,Director Environment And Leisure (Residents),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,26551.53
2023,6,JUNE,45091,Director Environment And Leisure (CFE),Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,896.39
2023,6,JUNE,45091,Director Community Safety And Enforcement,Water Rates & Sewerage,ANGLIAN WATER BUSINESS NATIONAL LTD,5.89
2023,6,JUNE,45096,Director Community Safety And Enforcement,Other Levies,APCOA PARKING (UK) LIMITED,31019.59
2023,6,JUNE,45084,Director Community Safety And Enforcement,Private Contractors,APCOA PARKING (UK) LIMITED,193712.07
2023,6,JUNE,45093,Director Housing,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,17453
2023,6,JUNE,45093,Head of Health and Strategic Partnership,B&B Hotel Costs,APEX HOUSING SOLUTIONS LTD,1333
2023,6,JUNE,45085,Head of Learning Disability and Mental Health Services,Vehicle Contract Hire,APOLLO CARS LTD,1740
2023,6,JUNE,45085,Head of Hospital and Localities Services,Vehicle Contract Hire,APOLLO CARS LTD,850
2023,6,JUNE,45085,Head of Direct Care Provision (CFE),Vehicle Contract Hire,APOLLO CARS LTD,24292
2023,6,JUNE,45096,Head of Looked After Children and Care Leavers,Foster Care - IFA,APPLE FOSTERING LTD,3600
2023,6,JUNE,45103,Head of Looked After Children and Care Leavers,Foster Care - IFA,APPLE FOSTERING LTD,3600
2023,6,JUNE,45092,Director Strategic & Operational Finance,Private Contractors,ARC GROUP LIMITED,-5579.650000000001
2023,6,JUNE,45104,Housing Special Projects,DF Grant Payments-Agency,ARC GROUP LIMITED,6455.1900000000005
2023,6,JUNE,45104,Housing Special Projects - HRA,Contract  - Building Works,ARC GROUP LIMITED,8952.300000000001
2023,6,JUNE,45092,Programme and Asset Management - Housing,Contract  - Building Works,ARC GROUP LIMITED,256535.75
2023,6,JUNE,45093,Transport and Projects Team - Town Centres,Community Grants,ARCHER SIGNS LIMITED,7475
2023,6,JUNE,45085,Director Operational Assets,Buildings Maint Day To Day,ARJO UK LTD,1309.65
2023,6,JUNE,45098,Facilities Management Operations,Furniture & Equipment,ARJO UK LTD,1035.85
2023,6,JUNE,45092,Head of Statutory Accounting Investments and Pensions,Professional services,ARLINGCLOSE LTD,1995
2023,6,JUNE,45085,Capital Programme and Planned Works- Major Projects,Contract  - Building Works,AS BELL LTD T/A BELLS GLASS & GLAZING,519.21
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Homecare,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,2275.03
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Other - Outreach,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,21781.760000000002
2023,6,JUNE,45083,ASC Placements,Long Term - Community: Other - Outreach,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,10789.22
2023,6,JUNE,45082,ASC Placements,Long Term ­ Community: Live In Care,AS HILLINGDON HOMECARE LTD AKA CAREMARK HILLINGDON,13154.24
2023,6,JUNE,45093,SEND,Statemented Pupils,ASEND LTD,4550
2023,6,JUNE,45091,SEND,Statemented Pupils,ASEND LTD,3510
2023,6,JUNE,45085,SEND,Statemented Pupils,ASEND LTD,2340
2023,6,JUNE,45084,SEND,Statemented Pupils,ASEND LTD,12945
2023,6,JUNE,45082,SEND,Statemented Pupils,ASEND LTD,3900
2023,6,JUNE,45079,SEND,Statemented Pupils,ASEND LTD,11460
2023,6,JUNE,45078,SEND,Statemented Pupils,ASEND LTD,4225
2023,6,JUNE,45106,SEND,Professional services,ASEND LTD,251631.04
2023,6,JUNE,45104,Director Housing,B&B Hotel Costs,ASHBURN RENTALS LTD,38000
2023,6,JUNE,45104,Head of Children in Need of Help and Protection,Client Rents,ASHBURN RENTALS LTD,1860
2023,6,JUNE,45104,Head of Health and Strategic Partnership,B&B Hotel Costs,ASHBURN RENTALS LTD,4247
2023,6,JUNE,45089,ASC Placements,Long Term - Residential,ASHDENE HOUSE LTD,3949.88
2023,6,JUNE,45107,Director Environment And Leisure (Residents),Materials Purchase,ASHDOWN SUPPLIES,1995.4
2023,6,JUNE,45078,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,1061.09
2023,6,JUNE,45084,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,3199.75
2023,6,JUNE,45091,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,2871.54
2023,6,JUNE,45105,Director Environment And Leisure (CFE),Books,ASKEWS LIBRARY SERVICES LTD,1206.5
2023,6,JUNE,45103,ASC Placements,Long Term - Residential,ASPENS ENTERPRISES LIMITED,7600.4800000000005
2023,6,JUNE,45082,ASC Placements,Long Term - Nursing,ASTORIA HEALTHCARE LIMITED,61787.6
2023,6,JUNE,45090,Director Environment And Leisure (Residents),Materials Purchase,ATTGROW LTD,1272.21
2023,6,JUNE,45107,Director Environment And Leisure (Residents),Materials Purchase,ATTGROW LTD,848.16
2023,6,JUNE,45096,Head of Children in Need of Help and Protection,Home Care,AVANT HEALTHCARE SERVICES,68.60000000000001
2023,6,JUNE,45103,Head of Children in Need of Help and Protection,Home Care,AVANT HEALTHCARE SERVICES,70.89
2023,6,JUNE,45082,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,2130.88
2023,6,JUNE,45090,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,5002.93
2023,6,JUNE,45096,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,3652.09
2023,6,JUNE,45103,Head of Court and Specialist Services,Home Care,AVANT HEALTHCARE SERVICES,7039.81
2023,6,JUNE,45082,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,3268.23
2023,6,JUNE,45090,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,3894.77
2023,6,JUNE,45096,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,2567.34
2023,6,JUNE,45103,Head of Court and Specialist Services,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,2553.65
2023,6,JUNE,45090,Head of Children in Need of Help and Protection,Home Care,AVANT HEALTHCARE SERVICES,69.46000000000001
2023,6,JUNE,45082,Head of Children in Need of Help and Protection,Home Care,AVANT HEALTHCARE SERVICES,68.89
2023,6,JUNE,45103,ASC Placements,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,993.84
2023,6,JUNE,45096,ASC Placements,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,888.09
2023,6,JUNE,45090,ASC Placements,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,3455.44
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Other - Outreach,AVANT HEALTHCARE SERVICES,728.88
2023,6,JUNE,45103,ASC Placements,Long Term - Community: Homecare,AVANT HEALTHCARE SERVICES,5970.51
2023,6,JUNE,45096,ASC Placements,Long Term - Community: Homecare,AVANT HEALTHCARE SERVICES,6202.03
2023,6,JUNE,45090,ASC Placements,Long Term - Community: Homecare,AVANT HEALTHCARE SERVICES,6184.87
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Homecare,AVANT HEALTHCARE SERVICES,6192.87
2023,6,JUNE,45103,ASC Placements,Long Term - Residential,AVANTE CARE SERVICES LTD,3112
2023,6,JUNE,45082,ASC Placements,Long Term - Nursing,AVERY HOMES (NELSON) LTD,3000
2023,6,JUNE,45097,"Director Planning, Regeneration and Environment",Professional services,AVISON YOUNG (UK) LIMITED,4500
2023,6,JUNE,45091,Head of Procurement and Commissioning,Equipment Maintenance,AVS SERVICES,694.88
2023,6,JUNE,45089,ASC Placements,Long Term - Residential,B&M CARE,3400
2023,6,JUNE,45106,Director Strategic & Operational Finance,Other Office Expenses,BACK CARE SOLUTIONS LTD,1690.5
2023,6,JUNE,45107,Capital Programme and Planned Works - Schools,External Project Consultant Fees,BAILEY PARTNERSHIP (CONSULTANTS) LLP,13302.94
2023,6,JUNE,45107,Capital Programme and Planned Works - Schools,Surveys,BAILEY PARTNERSHIP (CONSULTANTS) LLP,950
2023,6,JUNE,45079,Head of Education,Private Contractors,BARNHILL SCHOOLS SERVICES LTD,275003.63
2023,6,JUNE,45107,Head of Education,Private Contractors,BARNHILL SCHOOLS SERVICES LTD,293079.63
2023,6,JUNE,45100,Director Operational Assets,Furniture,BATES OFFICE SERVICES LTD,2312.5
2023,6,JUNE,45103,ASC Placements,Long Term - Nursing,BCS MEDICAL SHACKLETON,2775.43
2023,6,JUNE,45103,ASC Placements,Long Term - Residential,BCS MEDICAL SHACKLETON,2400
2023,6,JUNE,45096,Head of Looked After Children and Care Leavers,Residential Homes,BEACON RESIDENTIAL HOMES LTD,1657.5
2023,6,JUNE,45104,Head of Looked After Children and Care Leavers,Residential Homes,BEACON RESIDENTIAL HOMES LTD,32699.46
2023,6,JUNE,45103,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,4197.26
2023,6,JUNE,45096,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,772.5
2023,6,JUNE,45090,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,3424.76
2023,6,JUNE,45089,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,4197.26
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Other - Outreach,BEAM CLINIC LTD,4197.26
2023,6,JUNE,45103,ASC Placements,Long Term - Community: Homecare,BEAM CLINIC LTD,3304.48
2023,6,JUNE,45090,ASC Placements,Long Term - Community: Homecare,BEAM CLINIC LTD,3304.48
2023,6,JUNE,45089,ASC Placements,Long Term - Community: Homecare,BEAM CLINIC LTD,3304.48
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Homecare,BEAM CLINIC LTD,3440.13
2023,6,JUNE,45092,Programme and Asset Management - Housing,Contract  - Building Works,BEAM CONSTRUCTION LIMITED,78000
2023,6,JUNE,45105,ASC Placements,Long Term - Community: Supported Living,BECKLAND CARE,44476.08
2023,6,JUNE,45084,Head of Looked After Children and Care Leavers,Residential Homes,BENJAMIN UK LTD,17121.43
2023,6,JUNE,45104,Head of Looked After Children and Care Leavers,Residential Homes,BENJAMIN UK LTD,17692.14
2023,6,JUNE,45105,Head of Legal Services,Legal & Court Costs,BEVAN BRITTAN,772
2023,6,JUNE,45100,Director Housing,Legal & Court Costs,BEVAN BRITTAN,577.5
2023,6,JUNE,45105,Director Environment And Leisure (Residents),Legal & Court Costs,BEVAN BRITTAN,872.5
2023,6,JUNE,45107,Director Adult Services and Health,Legal & Court Costs,BEVAN BRITTAN,3893.5
2023,6,JUNE,45082,Capital Programme and Planned Works - Housing,Other External Fees,BEVAN BRITTAN,1300
2023,6,JUNE,45079,Director of Health and Public Health,Private Contractors,BHR PHARMACEUTICALS LTD,706.17
2023,6,JUNE,45086,Director of Health and Public Health,Private Contractors,BHR PHARMACEUTICALS LTD,706.2
2023,6,JUNE,45091,ASC Placements,Long Term - Supported Accommodation,BIBI BHUTTO,1295.56
2023,6,JUNE,45091,ASC Placements,Long Term - Supported Accommodation Income,BIBI JABEEN KUREEMBOKUS,-549.88
2023,6,JUNE,45091,ASC Placements,Long Term - Supported Accommodation CCG Income,BIBI JABEEN KUREEMBOKUS,-549.88
2023,6,JUNE,45091,ASC Placements,Long Term - Supported Accommodation,BIBI JABEEN KUREEMBOKUS,3000
2023,6,JUNE,45103,Director Environment And Leisure (Residents),Private Contractors,BIFFA WASTE SERVICES  LTD,73338.11
2023,6,JUNE,45093,Transport Services,Motor Vehicles,BILLIAN UK,44000
2023,6,JUNE,45092,Director Housing,Rents & Wayleaves,BISHOP PROPERTY MANAGEMENT LTD,1328.4
2023,6,JUNE,45092,Director Housing,Other Supplies & Services,BISHOP PROPERTY MANAGEMENT LTD,5300
2023,6,JUNE,45106,Director Housing,B&B Hotel Costs,BISHOP PROPERTY MANAGEMENT LTD,1487
2023,6,JUNE,45104,Director Housing,B&B Hotel Costs,BISHOP PROPERTY MANAGEMENT LTD,1694
2023,6,JUNE,45097,Director Housing,B&B Hotel Costs,BISHOP PROPERTY MANAGEMENT LTD,1694
2023,6,JUNE,45090,Director Housing,B&B Hotel Costs,BISHOP PROPERTY MANAGEMENT LTD,7736
2023,6,JUNE,45083,Director Housing,B&B Hotel Costs,BISHOP PROPERTY MANAGEMENT LTD,1694
2023,6,JUNE,45082,ASC Placements,Long Term - Residential,BLACK SWAN INTERNATIONAL LTD,3360
2023,6,JUNE,45103,ASC Placements,Long Term - Residential,BLACK SWAN INTERNATIONAL LTD,3360
2023,6,JUNE,45096,ASC Placements,Short Term - Residential,BLACK SWAN INTERNATIONAL LTD,9692.86
2023,6,JUNE,45089,SEND,Ind Spec Schools Placements,BLANCHE NEVILLE SCHOOL,9032.6
2023,6,JUNE,45100,Director Operational Assets,Building Maint Service Contracts,BLUE CUBE (EUROPE) LTD,3906
2023,6,JUNE,45103,ASC Placements,Long Term ­ Community: Live In Care,BLUEBIRD CARE HILLINGDON,2149.71
2023,6,JUNE,45096,ASC Placements,Long Term ­ Community: Live In Care,BLUEBIRD CARE HILLINGDON,2149.71
2023,6,JUNE,45090,ASC Placements,Long Term ­ Community: Live In Care,BLUEBIRD CARE HILLINGDON,2149.71
2023,6,JUNE,45082,ASC Placements,Long Term ­ Community: Live In Care,BLUEBIRD CARE HILLINGDON,2149.71
2023,6,JUNE,45091,Director Environment And Leisure (CFE),Books,BOLINDA UK LTD,6720.49
2023,6,JUNE,45082,ASC Placements,Long Term - Nursing,BOND CARE,98933.43000000001
2023,6,JUNE,45082,ASC Placements,Long Term - Residential,BOND CARE,10000
2023,6,JUNE,45082,ASC Placements,Short Term - Nursing,BOND CARE,12400
2023,6,JUNE,45103,ASC Placements,Long Term - Nursing,BONDCARE HOME T/A THE GRANGE CARE CENTRE,50865.72
2023,6,JUNE,45103,ASC Placements,Long Term - Residential,BONDCARE HOME T/A THE GRANGE CARE CENTRE,11324.960000000001
2023,6,JUNE,45082,ASC Placements,Long Term - Community: Supported Living,BOURNEMOUTH BOROUGH COUNCIL,3419.01
2023,6,JUNE,45079,Director Environment And Leisure (Residents),Stores Purchase,BRAND FUSION INTERNATIONAL LIMITED,768.4
2023,6,JUNE,45098,Director Environment And Leisure (Residents),Grounds Maint Scheduled Work,BRIANTS OF RISBOROUGH LTD,539.45
2023,6,JUNE,45082,Head of Looked After Children and Care Leavers,Foster Care - IFA,BRIDGING GAPS LIMITED,28211.43
2023,6,JUNE,45084,Head of Looked After Children and Care Leavers,Foster Care - IFA,BRIDGING GAPS LIMITED,26040
2023,6,JUNE,45107,DSG Corporate Items,Grants,BRIGHT HORIZONS FAMILY SOLUTIONS LTD,10171.79
2023,6,JUNE,45107,HRA Operating Budgets,Gas Maint Service Contracts,BRITISH GAS SOCIAL HOUSING (P H JONES),46080.28
2023,6,JUNE,45104,HRA Operating Budgets,Gas Maint Service Contracts,BRITISH GAS SOCIAL HOUSING (P H JONES),38070.1
2023,6,JUNE,45089,HRA Operating Budgets,Gas Maint Service Contracts,BRITISH GAS SOCIAL HOUSING (P H JONES),24962.74
2023,6,JUNE,45107,Director Strategic & Operational Finance,Private Contractors,BRITISH GAS SOCIAL HOUSING (P H JONES),-1290.25
2023,6,JUNE,45104,Director Strategic & Operational Finance,Private Contractors,BRITISH GAS SOCIAL HOUSING (P H JONES),-989.82
2023,6,JUNE,45089,Director Strategic & Operational Finance,Private Contractors,BRITISH GAS SOCIAL HOUSING (P H JONES),-624.07
2023,6,JUNE,45084,Head of ICT,Telephones,BRITISH TELECOM PLC,12402.82
2023,6,JUNE,45093,Head of Youth Justice and Adolescent Development,Subscriptions,BRITISH YOUTH COUNCIL,630
2023,6,JUNE,45091,ASC Placements,Long Term - Community: Supported Living,BROADEN HORIZON LTD,30614.59
2023,6,JUNE,45086,Head of Business Administration,Stores Purchase,BROSCH DIRECT LTD,928.08
2023,6,JUNE,45091,Head of Business Administration,Stores Purchase,BROSCH DIRECT LTD,928.08
2023,6,JUNE,45105,Capital Programme and Planned Works- Major Projects,Contract  - Building Works,BUCKINGHAM GROUP CONTRACTING LIMITED,1164618
2023,6,JUNE,45096,ASC Placements,Short Term - Nursing,BUPA CARE SERVICES,13371.43
2023,6,JUNE,45082,ASC Placements,Short Term - Nursing,BUPA CARE SERVICES,8594.32
2023,6,JUNE,45097,ASC Placements,Long Term - Residential,BUPA CARE SERVICES,2544
2023,6,JUNE,45082,ASC Placements,Long Term - Residential,BUPA CARE SERVICES,11177.02
2023,6,JUNE,45097,ASC Placements,Long Term - Nursing,BUPA CARE SERVICES,20508.11
2023,6,JUNE,45096,ASC Placements,Long Term - Nursing,BUPA CARE SERVICES,2600
2023,6,JUNE,45090,ASC Placements,Long Term - Nursing,BUPA CARE SERVICES,17472
2023,6,JUNE,45082,ASC Placements,Long Term - Nursing,BUPA CARE SERVICES,31047.86
2023,6,JUNE,45107,Head of Highways,Equipment Maintenance,BURNHAM PUMP SERVICES LTD,1645
2023,6,JUNE,45107,DSG Corporate Items,Grants,BUSY BEES CHILDRENS DAY NURSERY (HILLINGDON),21509.55
2023,6,JUNE,45107,Provider and Commissioned Care (DSG),Grants,BUSY BEES CHILDRENS DAY NURSERY (HILLINGDON),2817.85
